DAFTAR SATUAN PENDIDIKAN JENJANG SMA,,,,,,,,,,,,,,,,
TAHUN AJARAN 2024/2025,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAMA SEKOLAH,NPSN,BENTUK,NAMA DUSUN,DESA/KELURAHAN,KECAMATAN,KABUPATEN,PROVINSI,KODE POS,LINTANG,BUJUR,STATUS,AKREDITASI,SUMBER LISTRIK,AKSES INTERNET,SUMBER AIR,KECUKUPAN AIR
SMA TERPADU BAITURRAHMAN,20227827,SMA,BOJONG,Cikoneng,Kec. Ciparay,Kab. Bandung,Prov. Jawa Barat,40381,-7.071900000000,107.702700000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMA TERPADU BANDUNG IBUN,20227882,SMA,Cibeet,Cibeet,Kec. Ibun,Kab. Bandung,Prov. Jawa Barat,40384,-7.084800000000,107.760700000000,SWASTA,B,Ada,Ada,Mata air terlindungi,Cukup
SMA TUNAS BARU CIPARAY,20227884,SMA,-,Gunungleutik,Kec. Ciparay,Kab. Bandung,Prov. Jawa Barat,40381,-7.035121000000,107.709045000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMA YADIKA CICALENGKA,20251788,SMA,Kp. Cikopo,Tenjolaya,Kec. Cicalengka,Kab. Bandung,Prov. Jawa Barat,40395,-6.983300000000,107.840900000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMA YADIKA SOREANG,69984529,SMA,BOJONG KONENG,Cingcin,Kec. Soreang,Kab. Bandung,Prov. Jawa Barat,40910,-7.024900000000,107.536500000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMA YAPI AL-HUSAENI,20227886,SMA,LEBAKBIRU,Ciheulang,Kec. Ciparay,Kab. Bandung,Prov. Jawa Barat,40381,-7.026100000000,107.681300000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMA YP BINA BANGSA,20227825,SMA,Sindangreret,Sukasari,Kec. Pameungpeuk,Kab. Bandung,Prov. Jawa Barat,40376,-7.018500000000,107.591600000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMA YPPI BALEENDAH,20251790,SMA,BALEENDAH,Baleendah,Kec. Baleendah,Kab. Bandung,Prov. Jawa Barat,40375,-7.010516200000,107.628991300000,SWASTA,A,Ada,Ada,Ledeng/PAM,Kurang
SMA YUMIK BANJARAN,20227887,SMA,Sindangpanon,Sindangpanon,Kec. Banjaran,Kab. Bandung,Prov. Jawa Barat,40377,-7.049800000000,107.583700000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMAS AL FIIL,20240394,SMA,-,Gajahmekar,Kec. Kutawaringin,Kab. Bandung,Prov. Jawa Barat,40951,-6.971108300000,107.532221700000,SWASTA,A,Ada,Ada,Sumur terlindungi,Kurang
SMAS AL MADINA,20240396,SMA,-,Sukamanah,Kec. Paseh,Kab. Bandung,Prov. Jawa Barat,40383,-7.041700000000,107.767900000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS HARAPAN BANGSA BALEENDAH,20227839,SMA,-,Baleendah,Kec. Baleendah,Kab. Bandung,Prov. Jawa Barat,40375,-7.008003400000,107.621331900000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMAS ISLAM TERPADU SASAMA,20273960,SMA,Metrul,Pangguh,Kec. Ibun,Kab. Bandung,Prov. Jawa Barat,40384,-7.101500000000,107.744700000000,SWASTA,B,Ada,Ada,Mata air terlindungi,Cukup
SMA NEGERI 1 GUNUNG HALU,20206212,SMA,-,Sirnajaya,Kec. Gununghalu,Kab. Bandung Barat,Prov. Jawa Barat,40565,-7.016300000000,107.307300000000,NEGERI,B,Ada,Ada,Pompa,Cukup
SMA NEGERI 1 LEMBANG,20206211,SMA,Pangragajian,Kayuambon,Kec. Lembang,Kab. Bandung Barat,Prov. Jawa Barat,40391,-6.819800000000,107.631700000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMA NEGERI 1 NGAMPRAH,20227908,SMA,-,Tanimulya,Kec. Ngamprah,Kab. Bandung Barat,Prov. Jawa Barat,40552,-6.857900000000,107.529100000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMA NEGERI 1 SAGULING,69824839,SMA,Jalupang,GIRIMUKTI,Kec. Saguling,Kab. Bandung Barat,Prov. Jawa Barat,40561,-6.887900000000,107.422400000000,NEGERI,B,Ada,Ada,Pompa,Cukup
SMA NEGERI 2 LEMBANG,69965194,SMA,Lembang,Langensari,Kec. Lembang,Kab. Bandung Barat,Prov. Jawa Barat,40391,-6.826100000000,107.643700000000,NEGERI,B,Ada,Ada,Sumur terlindungi,Cukup
SMAN 1 BATUJAJAR,20227902,SMA,Selacau,Selacau,Kec. Batujajar,Kab. Bandung Barat,Prov. Jawa Barat,40561,-6.929500000000,107.505400000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 1 CIKALONGWETAN,20251782,SMA,-,Mandalamukti,Kec. Cikalongwetan,Kab. Bandung Barat,Prov. Jawa Barat,40556,-6.747700000000,107.443100000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 1 CILILIN,20206146,SMA,CILILIN,Cililin,Kec. Cililin,Kab. Bandung Barat,Prov. Jawa Barat,40562,-6.955210400000,107.458524300000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAN 1 CIPATAT,20206144,SMA,Ciptaharja,Ciptaharja,Kec. Cipatat,Kab. Bandung Barat,Prov. Jawa Barat,40754,-6.840200000000,107.371400000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 1 CIPEUNDEUY,20206131,SMA,-,NANGGELENG,Kec. Cipeundeuy,Kab. Bandung Barat,Prov. Jawa Barat,40558,-6.763000000000,107.365900000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 1 CIPONGKOR,20227869,SMA,Ciakar,Sarinagen,Kec. Cipongkor,Kab. Bandung Barat,Prov. Jawa Barat,40764,-6.938500000000,107.360400000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 1 CISARUA,20206227,SMA,Jambudipa,Jambudipa,Kec. Cisarua,Kab. Bandung Barat,Prov. Jawa Barat,40551,-6.817293000000,107.548995000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Kurang
SMAN 1 PADALARANG,20206208,SMA,Padalarang,Padalarang,Kec. Padalarang,Kab. Bandung Barat,Prov. Jawa Barat,40553,-6.843200000000,107.475900000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 1 PARONGPONG,20227901,SMA,-,Cihanjuang Rahayu,Kec. Parongpong,Kab. Bandung Barat,Prov. Jawa Barat,40559,-6.809800000000,107.576200000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 1 RONGGA,20267642,SMA,3 CINEMRANG,Bojong,Kec. Rongga,Kab. Bandung Barat,Prov. Jawa Barat,40565,-6.990400000000,107.269500000000,NEGERI,B,Ada,Ada,Pompa,Cukup
SMAN 1 SINDANGKERTA,20227909,SMA,Dusun II,Puncaksari,Kec. Sindangkerta,Kab. Bandung Barat,Prov. Jawa Barat,40563,-6.989900000000,107.393400000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 2 PADALARANG,20227910,SMA,-,Jayamekar,Kec. Padalarang,Kab. Bandung Barat,Prov. Jawa Barat,40553,-6.852700000000,107.475900000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
Bandung Alliance Intercultural School,69965155,SPK SMA,Cipendeuy,Cipeundeuy,Kec. Padalarang,Kab. Bandung Barat,Prov. Jawa Barat,40553,-6.868300000000,107.467000000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMA AL - AZIZ ISLAMIC BOARDING SCHOOL,69964337,SMA,GANDRUNG,Jambudipa,Kec. Cisarua,Kab. Bandung Barat,Prov. Jawa Barat,40551,-6.817990000000,107.560353000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMA AL AZHAR SYIFA BUDI PARAHYANGAN,69968020,SMA,Cimareme,Cimareme,Kec. Ngamprah,Kab. Bandung Barat,Prov. Jawa Barat,40552,-6.859772100000,107.500334900000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMA AL MUKHTARIYAH RAJAMANDALA,20279932,SMA,-,Mandalasari,Kec. Cipatat,Kab. Bandung Barat,Prov. Jawa Barat,40754,-6.831600000000,107.347500000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMA AN NAJA BOARDING SCHOOL,69945707,SMA,kp.margaluyu,Cipeundeuy,Kec. Cipeundeuy,Kab. Bandung Barat,Prov. Jawa Barat,40558,-6.777267200000,107.370678000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMA BERASRAMA DARUL HIKAM,70044915,SMA,,Pagerwangi,Kec. Lembang,Kab. Bandung Barat,Prov. Jawa Barat,40391,0.000000000000,0.000000000000,SWASTA,Belum Akreditasi,Ada,Ada,Mata air terlindungi,Cukup
SMA BINA MANDIRI,69962773,SMA,Dangdeur,Weninggalih,Kec. Sindangkerta,Kab. Bandung Barat,Prov. Jawa Barat,40563,-7.018900000000,107.405400000000,SWASTA,C,Ada,Tidak ada,Sumur terlindungi,Cukup
SMA BINA PERSADA,70045164,SMA,,Padalarang,Kec. Padalarang,Kab. Bandung Barat,Prov. Jawa Barat,,-6.872600000000,107.472100000000,SWASTA,Belum Akreditasi,Ada,Ada,Ledeng/PAM,Cukup
SMA BOARDING SCHOOL NAQWA AL HASANAH,70045489,SMA,Mandalamukti,Mandalamukti,Kec. Cikalongwetan,Kab. Bandung Barat,Prov. Jawa Barat,40556,0.000000000000,0.000000000000,SWASTA,Belum Akreditasi,Ada,Ada,Sumur terlindungi,Cukup
SMA DAARUT TAUHIID BOARDING SCHOOL,69893110,SMA,Kp. Pangsor,Cigugur Girang,Kec. Parongpong,Kab. Bandung Barat,Prov. Jawa Barat,40559,-6.835900000000,107.583900000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Kurang
SMA DARUN NASYA,69897177,SMA,pagerwangi,Pagerwangi,Kec. Lembang,Kab. Bandung Barat,Prov. Jawa Barat,40391,-6.830600000000,107.620500000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMA Global Solusi Indonesia,70031480,SMA,,Selacau,Kec. Batujajar,Kab. Bandung Barat,Prov. Jawa Barat,40561,-6.926900000000,107.498700000000,SWASTA,Belum Akreditasi,Ada,Ada,Sumur terlindungi,Cukup
SMA IT DAARUL ADZKIA,70039946,SMA,Selakuning,Mekarjaya,Kec. Cikalongwetan,Kab. Bandung Barat,Prov. Jawa Barat,40556,-6.791900000000,107.477200000000,SWASTA,Belum Akreditasi,Ada,Ada,Ledeng/PAM,Cukup
SMA IT FITHRAH INSANI,69933838,SMA,Kp. Cijerah,Tanimulya,Kec. Ngamprah,Kab. Bandung Barat,Prov. Jawa Barat,40552,-6.847623700000,107.508647000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMA LEPPESA 2 CILILIN,69946120,SMA,DUSUN IV,Mukapayung,Kec. Cililin,Kab. Bandung Barat,Prov. Jawa Barat,40562,-6.986200000000,107.467000000000,SWASTA,C,Ada,Ada,Sumur terlindungi,Cukup
SMA MADYA UTAMA,69899353,SMA,Nanggerang,Nanggerang,Kec. Cililin,Kab. Bandung Barat,Prov. Jawa Barat,40562,-7.025600000000,107.458200000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMA MUSLIMIN RONGGA,69918550,SMA,Genggong,Cinengah,Kec. Rongga,Kab. Bandung Barat,Prov. Jawa Barat,40565,-6.961600000000,107.282600000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMA Mutiara Nusantara,69930027,SPK SMA,Sukabaru,Cihideung,Kec. Parongpong,Kab. Bandung Barat,Prov. Jawa Barat,40559,-6.847100000000,107.592000000000,SWASTA,B,Ada,Ada,Mata air terlindungi,Cukup
SMA NURUL FIKRI BOARDING SCHOOL LEMBANG,20269747,SMA,Cibodas,Cibodas,Kec. Lembang,Kab. Bandung Barat,Prov. Jawa Barat,40391,-6.819900000000,107.674000000000,SWASTA,A,Ada,Ada,Mata air terlindungi,Cukup
SMA PP BAITUL IZZAH NUSANTARA,69945428,SMA,SUKALUYU,Suntenjaya,Kec. Lembang,Kab. Bandung Barat,Prov. Jawa Barat,40391,-6.832500000000,107.706100000000,SWASTA,A,Ada,Tidak ada,Mata air tdk terlindungi,Kurang
SMA RAJAWALI,70049542,SMA,,Cihanjuang Rahayu,Kec. Parongpong,Kab. Bandung Barat,Prov. Jawa Barat,,0.000000000000,0.000000000000,SWASTA,Belum Akreditasi,Ada,Ada,Sumur terlindungi,Cukup
SMA TARUNA NUSANTARA INDONESIA,69964619,SMA,Kp. Warga Saluyu,Cisomang Barat,Kec. Cikalongwetan,Kab. Bandung Barat,Prov. Jawa Barat,40556,-6.722800000000,107.454400000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMA TASDIQUL QURAN,70045381,SMA,,Cihanjuang,Kec. Parongpong,Kab. Bandung Barat,Prov. Jawa Barat,40559,6.861700000000,107.562300000000,SWASTA,Belum Akreditasi,Ada,Ada,Sumur terlindungi,Cukup
SMA TERPADU RIYADLUL HUDA,70031817,SMA,Ngamprah,Ngamprah,Kec. Ngamprah,Kab. Bandung Barat,Prov. Jawa Barat,40552,-6.831800000000,107.499200000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS AL BIDAYAH NBATUJAJAR,20251779,SMA,DESA GIRIASIH,Giriasih,Kec. Batujajar,Kab. Bandung Barat,Prov. Jawa Barat,40561,-6.900600000000,107.501600000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS AL-IRSYAD SATYA ,20279931,SMA,-,Cipeundeuy,Kec. Padalarang,Kab. Bandung Barat,Prov. Jawa Barat,40553,-6.864200000000,107.477200000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS CAHAYA BANGSA CLASSICAL SCHOOL,20274847,SPK SMA,Cipeundeuy,Cipeundeuy,Kec. Padalarang,Kab. Bandung Barat,Prov. Jawa Barat,40553,-6.869100000000,107.467900000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMAS CIPTA MANDIRI CISARUA,20227831,SMA,Kp. Barupadang,Cipada,Kec. Cisarua,Kab. Bandung Barat,Prov. Jawa Barat,40551,-6.776300000000,107.520600000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMAS DAARUL ILMI CIPEUNDEUY,20228433,SMA,CIWARU,Bojongmekar,Kec. Cipeundeuy,Kab. Bandung Barat,Prov. Jawa Barat,40558,-6.847000000000,107.589900000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMAS DARUL FALAH BATUJAJAR,20268292,SMA,Jati,Selacau,Kec. Batujajar,Kab. Bandung Barat,Prov. Jawa Barat,40561,-6.901000000000,107.400100000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMAS DARUL FALAH CIHAMPELAS,20227834,SMA,Cihampelas,Cihampelas,Kec. Cihampelas,Kab. Bandung Barat,Prov. Jawa Barat,40562,-6.926200000000,107.479600000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS DARUL HIKAM INTERNASIONAL,69822684,SMA,,Kayuambon,Kec. Lembang,Kab. Bandung Barat,Prov. Jawa Barat,40391,-6.828200000000,107.627300000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS HARAPAN CIPONGKOR,20227840,SMA,Kp. Warung,Citalem,Kec. Cipongkor,Kab. Bandung Barat,Prov. Jawa Barat,40764,-6.819500000000,107.619500000000,SWASTA,A,Ada,Ada,Pompa,Tidak ada
SMAS ISLAM MUSYAWARAH,20251780,SMA,Baru Adjak,Lembang,Kec. Lembang,Kab. Bandung Barat,Prov. Jawa Barat,40391,-6.819600000000,107.615800000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS ISLAM NURUL HUDA LEMBANG,20227841,SMA,-,Cikole,Kec. Lembang,Kab. Bandung Barat,Prov. Jawa Barat,40391,-6.793700000000,107.648500000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS KP CIKALONGWETAN,20227847,SMA,WARUNG DOMBA,Mandalamukti,Kec. Cikalongwetan,Kab. Bandung Barat,Prov. Jawa Barat,40556,-6.759700000000,107.462600000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMAS LEPPESA CILILIN,20227854,SMA,Mukapayung,Mukapayung,Kec. Cililin,Kab. Bandung Barat,Prov. Jawa Barat,40562,-6.980900000000,107.436100000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Kurang
SMAS LGBP SINDANGKERTA,69786290,SMA,Dusun 3,Pasirpogor,Kec. Sindangkerta,Kab. Bandung Barat,Prov. Jawa Barat,40563,-6.976100000000,107.392800000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS MEKARWANGI LEMBANG,20240402,SMA,,Langensari,Kec. Lembang,Kab. Bandung Barat,Prov. Jawa Barat,40391,-6.834600000000,107.638000000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMAS MITRA DARMA CILILIN,20227859,SMA,RADIO,Cililin,Kec. Cililin,Kab. Bandung Barat,Prov. Jawa Barat,40562,-6.956200000000,107.458700000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS MUSLIMIN CILILIN,20227865,SMA,-,Bongas,Kec. Cililin,Kab. Bandung Barat,Prov. Jawa Barat,40562,-6.954000000000,107.416400000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Tidak ada
SMAS MUSLIMIN CIPONGKOR,20227866,SMA,Sindangsari,Baranangsiang,Kec. Cipongkor,Kab. Bandung Barat,Prov. Jawa Barat,40564,-6.850200000000,107.492200000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS MUSLIMIN SINDANGKERTA,20227867,SMA,-,Cintakarya,Kec. Sindangkerta,Kab. Bandung Barat,Prov. Jawa Barat,40563,-6.979900000000,107.405800000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMAS PANCA KARSA LEMBANG,20227873,SMA,-,Lembang,Kec. Lembang,Kab. Bandung Barat,Prov. Jawa Barat,40391,-6.825400000000,107.626700000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMAS PGRI CIPEUNDEUY,20227872,SMA,Margalaksana,Margalaksana,Kec. Cipeundeuy,Kab. Bandung Barat,Prov. Jawa Barat,40558,-6.732300000000,107.353300000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS PGRI LEMBANG,20251786,SMA,Jayagiri,Jayagiri,Kec. Lembang,Kab. Bandung Barat,Prov. Jawa Barat,40791,-6.810600000000,107.620800000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMAS SUMUR BANDUNG CILILIN,20251787,SMA,-,Cililin,Kec. Cililin,Kab. Bandung Barat,Prov. Jawa Barat,40562,-6.953900000000,107.461300000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS TERPADU AL-KANDIYAS,60728854,SMA,Warung Tilu,Baranangsiang,Kec. Cipongkor,Kab. Bandung Barat,Prov. Jawa Barat,40764,-6.908000000000,107.340400000000,SWASTA,B,Ada,Ada,Pompa,Kurang
SMAS TERPADU NURUSSA ADAH,60726183,SMA,-,SAGULING,Kec. Saguling,Kab. Bandung Barat,Prov. Jawa Barat,40561,-6.906900000000,107.372400000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS YAS SINDANGKERTA,20227885,SMA,-,Sindangkerta,Kec. Sindangkerta,Kab. Bandung Barat,Prov. Jawa Barat,40563,-6.987700000000,107.414300000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMA N 7 TAMBUN SELATAN,69965794,SMA,,Mangunjaya,Kec. Tambun Selatan,Kab. Bekasi,Prov. Jawa Barat,17510,-6.230600000000,107.060500000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMA NEGERI 2 CIBARUSAH,69989079,SMA,Cibarusah Kota,Cibarusahkota,Kec. Cibarusah,Kab. Bekasi,Prov. Jawa Barat,17340,-6.434700000000,107.078800000000,NEGERI,B,Ada,Ada,Ledeng/PAM,Cukup
SMA NEGERI 2 CIBITUNG,69965414,SMA,1,Kertamukti,Kec. Cibitung,Kab. Bekasi,Prov. Jawa Barat,17520,-6.229800000000,107.106900000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMA NEGERI 2 SETU,69984099,SMA,15,Ragemanunggal,Kec. Setu,Kab. Bekasi,Prov. Jawa Barat,17320,-6.379800000000,107.018400000000,NEGERI,A,Ada,Ada,Pompa,Kurang
SMA NEGERI 4 BABELAN,69990565,SMA,Kedung Pengawas,Kedungpengawas,Kec. Babelan,Kab. Bekasi,Prov. Jawa Barat,17610,-6.157000000000,107.039400000000,NEGERI,B,Ada,Ada,Ledeng/PAM,Cukup
SMA NEGERI 9 TAMBUN SELATAN,69983821,SMA,Tridayasakti,Mekarsari,Kec. Tambun Selatan,Kab. Bekasi,Prov. Jawa Barat,17510,-6.255800000000,107.067900000000,NEGERI,B,Ada,Ada,Pompa,Cukup
SMAN 1 BABELAN,20218359,SMA,-,Kebalen,Kec. Babelan,Kab. Bekasi,Prov. Jawa Barat,17610,-6.188200000000,107.034900000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 1 BOJONGMANGU,20237984,SMA,JEGANG,Bojongmangu,Kec. Bojong Mangu,Kab. Bekasi,Prov. Jawa Barat,17351,-6.432800000000,107.175100000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAN 1 CABANGBUNGIN,20218358,SMA,-,Lenggahjaya,Kec. Cabangbungin,Kab. Bekasi,Prov. Jawa Barat,17720,-6.072100000000,107.162800000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 1 CIBARUSAH,20218357,SMA,-,Sindangmulya,Kec. Cibarusah,Kab. Bekasi,Prov. Jawa Barat,17343,-6.413000000000,107.084300000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 1 CIBITUNG,20237985,SMA,Wanajaya,Wanajaya,Kec. Cibitung,Kab. Bekasi,Prov. Jawa Barat,17520,-6.253800000000,107.095800000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAN 1 CIKARANG BARAT,20237986,SMA,-,Telagamurni,Kec. Cikarang Barat,Kab. Bekasi,Prov. Jawa Barat,17520,-6.260000000000,107.125000000000,NEGERI,A,Ada,Tidak ada,Ledeng/PAM,Cukup
SMAN 1 CIKARANG PUSAT,20237987,SMA,Rawa Sentul,Jayamukti,Kec. Cikarang Pusat,Kab. Bekasi,Prov. Jawa Barat,17815,-6.315300000000,107.164700000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAN 1 CIKARANG SELATAN,20218378,SMA,Sukaresmi,Sukaresmi,Kec. Cikarang Selatan,Kab. Bekasi,Prov. Jawa Barat,17330,-6.334100000000,107.119400000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 1 CIKARANG TIMUR,20237988,SMA,-,Jatibaru,Kec. Cikarang Timur,Kab. Bekasi,Prov. Jawa Barat,17530,-6.274500000000,107.201200000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 1 CIKARANG UTARA,20218356,SMA,,Karangasih,Kec. Cikarang Utara,Kab. Bekasi,Prov. Jawa Barat,17530,-6.248800000000,107.159300000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 1 KARANG BAHAGIA,20237989,SMA,,Karanganyar,Kec. Karang Bahagia,Kab. Bekasi,Prov. Jawa Barat,17530,-6.207100000000,107.189000000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 1 KEDUNGWARINGIN,20237990,SMA,Kedunggede,Kedungwaringin,Kec. Kedung Waringin,Kab. Bekasi,Prov. Jawa Barat,17540,-6.269400000000,107.267800000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 1 MUARAGEMBONG,20237991,SMA,Biyombong,Pantaimekar,Kec. Muara Gembong,Kab. Bekasi,Prov. Jawa Barat,17730,-5.987100000000,107.047700000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAN 1 PEBAYURAN,20218354,SMA,-,Kertasari,Kec. Pebayuran,Kab. Bekasi,Prov. Jawa Barat,17710,-6.206200000000,107.292000000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 1 SERANG BARU,20238568,SMA,-,Sukaragam,Kec. Serang Baru,Kab. Bekasi,Prov. Jawa Barat,17330,-6.395900000000,107.116800000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAN 1 SETU,20237992,SMA,Lubang Buaya,Lubangbuaya,Kec. Setu,Kab. Bekasi,Prov. Jawa Barat,17320,-6.320800000000,107.046700000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 1 SUKAKARYA,20244763,SMA,SUKAMAKMUR,Sukamakmur,Kec. Sukakarya,Kab. Bekasi,Prov. Jawa Barat,17630,-6.173500000000,107.217900000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 1 SUKATANI,20218353,SMA,-,Sukamulya,Kec. Sukatani,Kab. Bekasi,Prov. Jawa Barat,17630,-6.165300000000,107.178600000000,NEGERI,A,Ada,Ada,Sumur terlindungi,Cukup
SMAN 1 SUKAWANGI,20238569,SMA,GOMBANG,Sukakerta,Kec. Sukawangi,Kab. Bekasi,Prov. Jawa Barat,17620,-6.112900000000,107.129600000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 1 TAMBELANG,20237993,SMA,Sukarapih,Sukarapih,Kec. Tambelang,Kab. Bekasi,Prov. Jawa Barat,17620,-6.185200000000,107.122300000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 1 TAMBUN SELATAN,20218351,SMA,TAMBUN,Tambun,Kec. Tambun Selatan,Kab. Bekasi,Prov. Jawa Barat,17510,-6.271500000000,107.066100000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 1 TAMBUN UTARA,20218364,SMA,-,Sriamur,Kec. Tambun Utara,Kab. Bekasi,Prov. Jawa Barat,17561,-6.188200000000,107.049600000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 1 TARUMAJAYA,20218365,SMA,-,Pahlawan Setia,Kec. Taruma Jaya,Kab. Bekasi,Prov. Jawa Barat,17216,-6.138900000000,107.000400000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAN 2 BABELAN,20254165,SMA,-,Kebalen,Kec. Babelan,Kab. Bekasi,Prov. Jawa Barat,17610,-6.195200000000,107.036600000000,NEGERI,A,Ada,Ada,Pompa,Cukup
SMAN 2 CIKARANG BARAT,69964653,SMA,CIKARANG BARAT,Telagamurni,Kec. Cikarang Barat,Kab. Bekasi,Prov. Jawa Barat,17530,-6.255100000000,107.115600000000,NEGERI,A,Ada,Ada,Pompa,Kurang
SMAN 2 CIKARANG PUSAT,20245433,SMA,,Sukamahi,Kec. Cikarang Pusat,Kab. Bekasi,Prov. Jawa Barat,17531,-6.376400000000,107.163800000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAN 2 CIKARANG SELATAN,69772703,SMA,,Sukadami,Kec. Cikarang Selatan,Kab. Bekasi,Prov. Jawa Barat,17550,-6.353900000000,107.108600000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
SMAN 2 CIKARANG UTARA,20253190,SMA,Kp. Cibeber,Simpangan,Kec. Cikarang Utara,Kab. Bekasi,Prov. Jawa Barat,17534,-6.273800000000,107.172700000000,NEGERI,A,Ada,Ada,Ledeng/PAM,Cukup
